ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
W. Mechanicznego UTH Radom,w . mechaniczny uthównam radom,False,w . mechaniczny uthównam radom,Cultural Institution / Arts
RESQL,resql,False,resql,Company / Business
ESC,est_pptat,True,est_pptat,International Organization / EU
Foundation Carrefour,foundation carrefour,False,foundation carrefour,NGO / Association / Foundation
Hisense,hisense,False,hisense,Company / Business
Koła Badaczy Kultury,koło badacz kultura,False,koło badacz kultura,Cultural Institution / Arts
NEXTEER,nexteer,False,nexteer,Company / Business
EASPD,easpd,False,easpd,International Organization / EU
Giełdy Papierów Wartościowych,giełda papier wartościowy,False,giełda papier wartościowy,Government / Public Administration
TWCI,twiec,False,twiec,Government / Public Administration
Fitech,fit,False,fit,Company / Business
VIGO System SA,vigo system sa,False,vigo system sa,Company / Business
Komisja Łączności z Polakami za Granicą,komisja łączność z polakami za granica,False,komisja łączność z polakami za granica,Government / Public Administration
European Respiratory Society,european respiratory society,False,european respiratory society,International Organization / EU
Galeria Miejska Arsenał,galeria miejski arsenał,False,galeria miejski arsenał,Cultural Institution / Arts
Szkole Podstawowej nr 24 im. Powstańców Śląskich,szkoła podstawowy numer 24 on . powstaniec śląski,False,szkoła podstawowy numer 24 on . powstaniec śląski,Education (non-university)
PISF,pisfo,False,pisfo,Government / Public Administration
Organization of World Heritage Cities,organization of world heritage cities,False,organization of world heritage cities,International Organization / EU
Ministerstwie Energii,ministerstwo energia,False,ministerstwo energia,Government / Public Administration
MDJO,mdjo,False,mdjo,Other / Unclear
Muzeum Tradycji Niepodległościowych,muzeum tradycja niepodległościowy,False,muzeum tradycja niepodległościowy,Cultural Institution / Arts
SCIEX,sciex,False,sciex,Company / Business
Centralny Gabinet Edukacji Filmowej,centralny gabinet edukacja filmowy,False,centralny gabinet edukacja filmowy,Education (non-university)
Grupy LOTOS,grupa lotos,False,grupa lotos,Company / Business
EMWorks,emworks,False,emworks,Company / Business
WSB Wrocław,wstęp_pibion wrocław,True,wstęp_pibion wrocław,Other / Unclear
Nowa Era,nowy era,False,nowy era,Education (non-university)
Uniwersytecie Humanistycznospołecznym SWPS,uniwersytet humanistycznospomen swodo,False,uniwersytet humanistycznospomen swodo,Other / Unclear
Kościoła Katolickiego,kościół katolicki,False,kościół katolicki,Religious Organization
Polskiego Towarzystwa Pediatrycznego,polski towarzystwo pediatryczny,False,polski towarzystwo pediatryczny,NGO / Association / Foundation
Narodowym Centrum Onkologii im. Skłodowskiej-Curie,narodowy centrum onkologii on . skłodowska - cur,False,narodowy centrum onkologii on . skłodowska - cur,Government / Public Administration
Zespół Parkowo-Pałacowy,zespół parkowo - pałacowy,False,zespół parkowo - pałacowy,Cultural Institution / Arts
Radio ICRT,radio icttppaw,False,radio icttppaw,Media / Publishing
KZGW,kowodo,False,kowodo,Government / Public Administration
Memorial de la Shoah,memorial de la shoah,False,memorial de la shoah,Cultural Institution / Arts
Centrum Integracji Cudzoziemców,centrum integracja cudzoziemiec,False,centrum integracja cudzoziemiec,Government / Public Administration
Polskiej Grupy Ekspertów HCV,polski grupa ekspert horównac,False,polski grupa ekspert horównac,Company / Business
FK Pollena Ewa SA,fo_sprap pollena ewa sa,True,fo_sprap pollena ewa sa,Company / Business
FASD,fasd,False,fasd,Other / Unclear
Klaster Agroport,klaster agroport,False,klaster agroport,Company / Business
LTTA,ltta,False,ltta,Company / Business
Gurman Sp. z o.o.,gurman sa . z ograniczona_odpowiedzialność .,True,gurman s.a. z o.o.,Company / Business
Polskiego Towarzystwa Socjologicznego,polski towarzystwo socjologiczny,False,polski towarzystwo socjologiczny,NGO / Association / Foundation
INSTAL,instal,False,instal,Company / Business
Międzynarodowej Organizacji Morskiej,międzynarodowy organizacja morsko,False,międzynarodowy organizacja morsko,Government / Public Administration
AKLAUD,aklaud,False,aklaud,Other / Unclear
CHMC,chmcho,False,chmcho,Company / Business
ASzWoj,aszwoj,False,aszwoj,Military / Defense / Security
NCPP,no_przna,True,no_przna,Education (non-university)
MinervaEDU,minervaed,False,minervaed,Company / Business
EcoPlant,ecoplant,False,ecoplant,Company / Business
DigitalAccessibility,digitalaccessibyby,False,digitalaccessibyby,Company / Business
MSZ,mięty,False,mięty,Government / Public Administration
Polskim Towarzystwie Ekonomicznym,polski towarzystwo ekonomiczny,False,polski towarzystwo ekonomiczny,NGO / Association / Foundation
Stowarzyszeniem „Czajnia,stowarzyszenie „ czajie,False,stowarzyszenie „ czajie,NGO / Association / Foundation
Głównym Geodecie Kraju,główny geodecie kraj,False,główny geodecie kraj,Government / Public Administration
SCM,stołocem,False,stołocem,Other / Unclear
Stowarzyszeniem Muzealników Polskich,stowarzyszenie muzealnik polski,False,stowarzyszenie muzealnik polski,NGO / Association / Foundation
TVN,to_sznai,True,to_sznai,Media / Publishing
Akcji Katolickiej,akcja katolicek,False,akcja katolicek,Religious Organization
Natural Products Association,natural products association,False,natural products association,NGO / Association / Foundation
FIA,fia,False,fia,International Organization / EU
Starostwo Powiatowe,starostwo powiatowy,False,starostwo powiatowy,Government / Public Administration
Tubacero,tubacero,False,tubacero,Company / Business
Europejskie Centrum ds. Zapobiegania i Kontroli Chorób,europejski centrum do_spraw . zapobiegać i kontrola choroba,True,europejski centrum ds. zapobiegać i kontrola choroba,International Organization / EU
Reliability Solutions Sp. z o.o.,reliability solutions sa . z ograniczona_odpowiedzialność .,True,reliability solutions s.a. z o.o.,Company / Business
Główny Urząd Miar,główny urząd miara,False,główny urząd miara,Government / Public Administration
Galmet,galmet,False,galmet,Company / Business
Krajowa Rada Drobiarstwa,krajowy rada drobiarstwo,False,krajowy rada drobiarstwo,Government / Public Administration
EkolLojistik,ekollojistik,False,ekollojistik,Company / Business
Radę Europy,rada europa,False,rada europa,Government / Public Administration
Agencji PR Publicon,agencja pr publicon,False,agencja pr publicon,Media / Publishing
UMS,umiędo,False,umiędo,Other / Unclear
Teatrem,teatr,False,teatr,Cultural Institution / Arts
REMA S.A.,rema s.a .,False,rema s.a.,Company / Business
Q-Flo,q-flo,True,q-flo,Company / Business
PISnSŚ,pisnsś,False,pisnsś,Other / Unclear
Europejskiej Sieci Obserwacyjnej Rozwoju Terytorialnego i Spójności Terytorialnej,europejski sieć obserwacyjny rozwój terytorialny i spójność terytorialna,False,europejski sieć obserwacyjny rozwój terytorialny i spójność terytorialna,International Organization / EU
Izb Administracji Skarbowej,izba administracja skarbowy,False,izba administracja skarbowy,Government / Public Administration
PIGMENT Spółka Jawna,pigment spółka jawny,False,pigment spółka jawny,Company / Business
Pharmena North America Inc.,pharmena northacoz america inc .,False,pharmena northacoz america inc .,Company / Business
Biblioteką Raczyńskich,biblioteka raczyński,False,biblioteka raczyński,Education (non-university)
WNoZiGP UMK,wnozigp umka,False,wnozigp umka,Other / Unclear
ANIMEX,animex,False,animex,Company / Business
Urzędem Miasta Częstochowa,urząd miasto częstochowa,False,urząd miasto częstochowa,Government / Public Administration
EUROCERAS,euroceras,False,euroceras,Company / Business
Miasta Stołecznego Warszawa,miasto stołeczny warszawa,False,miasto stołeczny warszawa,Government / Public Administration
Voicelab,voicelab,False,voicelab,Company / Business
ESGBOR,esgbor,False,esgbor,Health / Hospitals / Medical
BHP,bo_,True,bo_,Other / Unclear
Narodowej Rady Rozwoju,narodowy rada rozwój,False,narodowy rada rozwój,Government / Public Administration
GPK,godprzykład,False,godprzykład,Government / Public Administration
WNZ UPP,wzo up_,True,wzo up_,Other / Unclear
Galeria Biblioteki Uniwersyteckiej,galeria biblioteka uniwersytecka,False,galeria biblioteka uniwersytecka,Cultural Institution / Arts
Komitet Użytkowników,komitet użytkownik,False,komitet użytkownik,Other / Unclear
M.St. Warszawa,miedzi_ppa . warszawa,True,miedzi_ppa . warszawa,Government / Public Administration
COLąd-DKL,coląd - dolagnpik,False,coląd - dolagnpik,Military / Defense / Security
Pratt&Whitney,pratt &whitney,False,pratt &whitney,Company / Business
PREF-BET,pref-bet,True,pref-bet,Company / Business
IBBiOŚ UŚ,ibbioś us,False,ibbioś us,Other / Unclear
tvp.info,tvp.info,True,tvp.info,Media / Publishing
GSW,gin,False,gin,Health / Hospitals / Medical
Ministerstwem Obrony Narodowej,ministerstwo obrona narodowy,False,ministerstwo obrona narodowy,Government / Public Administration
DEZOSAN,dezosan,False,dezosan,Company / Business
ICZMP,iczmp,False,iczmp,Government / Public Administration
Operon,operon,False,operon,Media / Publishing
WTT Sp. z o.o.,więt sa . z ograniczona_odpowiedzialność .,True,więt s.a. z o.o.,Company / Business
Galeria Rektorat,galeria rektorat,False,galeria rektorat,Cultural Institution / Arts
Departamentu Energii Jądrowej Ministerstwa Klimatu i Środowiska,departament energia jądrowy ministerstwo klimat i środowisko,False,departament energia jądrowy ministerstwo klimat i środowisko,Government / Public Administration
TPC FM,taczącp fektometr_pici,True,taczącp FM,Media / Publishing
Fundacją Adullam,fundacją adullam,False,fundacją adullam,NGO / Association / Foundation
BOLS,bols,False,bols,Company / Business
Zakład Hodowli Ryb Łososiowatych,zakład hodowla ryba łososiowat,False,zakład hodowla ryba łososiowat,Other / Unclear
PlastPol,plastpol,False,plastpol,Company / Business
FUF,fuf,False,fuf,NGO / Association / Foundation
Strem Inc. USA,ster inc . usa,False,ster inc . usa,Company / Business
ABC News,abc news,False,abc news,Media / Publishing
BMBF,bobtym,False,bobtym,Government / Public Administration
Cytognos,cytognos,False,cytognos,Company / Business
Rada Unii Europejskiej,rada unia europejski,False,rada unia europejski,Government / Public Administration
Komisji Nadzoru Finansowego,komisja nadzór finansowy,False,komisja nadzór finansowy,Government / Public Administration
DCO,dco,False,dco,Other / Unclear
Fundacją Salony,fundacją salon,False,fundacją salon,NGO / Association / Foundation
UCMW,ucmwód,False,ucmwód,Other / Unclear
Oddział Związku Ukraińców,oddział związek ukrainiec,False,oddział związek ukrainiec,NGO / Association / Foundation
Mentor Graphics Corporation,mentor graphics corporation,False,mentor graphics corporation,Government / Public Administration
Game Developers Conference,game developers conference,False,game developers conference,Cultural Institution / Arts
KNoB,knob,False,knob,Other / Unclear
MKDNiS,mkdnis,False,mkdnis,Government / Public Administration
Ministerstwem Środowiska,ministerstwo środowisko,False,ministerstwo środowisko,Government / Public Administration
OPN,on,False,on,Other / Unclear
TVP3 Szczecin,tvp3 szczecin,False,tvp3 szczecin,Media / Publishing
Korean Invention Promotion Association,korean invention promotion association,False,korean invention promotion association,NGO / Association / Foundation
Mostostal Warszawa,mostostal warszawa,False,mostostal warszawa,Company / Business
Centralna Biblioteka Wojskowa,centraln biblioteka wojskowy,False,centraln biblioteka wojskowy,Military / Defense / Security
Biuro Rzecznika Praw Pacjenta,biuro rzecznik prawo pacjent,False,biuro rzecznik prawo pacjent,Government / Public Administration
IS UZ,is uz,False,is uz,Other / Unclear
Polskiej Szkoły Logiki,polski szkoła logika,False,polski szkoła logika,Education (non-university)
Katalogu,katalog,False,katalog,Other / Unclear
Otis,otis,False,otis,Company / Business
Grupa Azoty S. A.,grupa azota strona . a .,False,grupa azota strona . a .,Company / Business
Generalną Dyrekcją Ochrony Środowiska,generalna dyrekcja ochrona środowisko,False,generalna dyrekcja ochrona środowisko,Government / Public Administration
Centrum Unijnych Projektów Transportowych,centrum unijny projekt transportowy,False,centrum unijny projekt transportowy,Government / Public Administration
IASPES,iaspes,False,iaspes,NGO / Association / Foundation
INT,intymet,False,intymet,Company / Business
Interia.pl,interia.pl,False,interia.pl,Company / Business
Urzędu Lotnictwa Cywilnego,urząd lotnictwo cywilny,False,urząd lotnictwo cywilny,Government / Public Administration
Zarząd P-1 Sztabu Generalnego Wojska Polskiego,zarząd p-1 sztab generalny wojsko polski,False,zarząd p-1 sztab generalny wojsko polski,Military / Defense / Security
Caritas Polska,caritas polski,False,caritas polski,NGO / Association / Foundation
Fundacji Polskiej Agencji Prasowej,fundacja polski agencja prasowy,False,fundacja polski agencja prasowy,NGO / Association / Foundation
Oddziale Tarnowskim,oddział tarnowski,False,oddział tarnowski,Other / Unclear
Glasspoint Krzemień,glasspoint krzemień,False,glasspoint krzemień,Company / Business
Urzędu Marszałkowskiego WZ,urząd marszałkowski wz,False,urząd marszałkowski wz,Government / Public Administration
Inicjatywy Trójmorza,inicjatywa trójmorz,False,inicjatywa trójmorz,International Organization / EU
Hopera,hopera,False,hopera,Company / Business
Centrum Radonowe,centrum radonowe,False,centrum radonowe,Government / Public Administration
Stowarzyszenia Samorządów Euroregion Roztocze,stowarzyszenie samorząd euroregion roztocze,False,stowarzyszenie samorząd euroregion roztocze,Government / Public Administration
Filharmonię Koszalińską,filharmonia koszalińską,False,filharmonia koszalińską,Cultural Institution / Arts
Kancelarii Świętego Soboru Biskupów,kancelaria święty soboru biskup,False,kancelaria święty soboru biskup,Religious Organization
DANFOSS,danfoss,False,danfoss,Company / Business
UNITWIN,unitwina,False,unitwina,International Organization / EU
Ministerstwa Rolnictwa i Rozwoju Wsi,ministerstwo rolnictwo i rozwój wieś,False,ministerstwo rolnictwo i rozwój wieś,Government / Public Administration
WMD POL-MAK S.A.,wilt_ppik pol-mak s.a .,True,wilt_ppik pol-mak s.a.,Company / Business
Zarządem Portu Wismar,zarząd port wismar,False,zarząd port wismar,Other / Unclear
Renevo,renevo,False,renevo,Company / Business
Komisję Heraldyczną,komisja heraldyczna,False,komisja heraldyczna,Government / Public Administration
PSE,pie,False,pie,Company / Business
